timestamp,rpm,temperature,vibration,oil_pressure,voltage
2025-01-01 01:32:53,1529.23,75.7,0.4962,4.75,221.07
2025-01-01 01:32:54,1544.5,75.71,0.4701,4.95,218.43
2025-01-01 01:32:55,1519.93,75.65,0.4791,5.03,222.59
2025-01-01 01:32:56,1532.67,74.99,0.4746,4.91,224.32
2025-01-01 01:32:57,1530.99,73.34,0.4933,4.87,224.19
2025-01-01 01:32:58,1522.71,75.94,0.4769,4.93,220.48
2025-01-01 01:32:59,1509.14,75.83,0.466,4.95,220.82
2025-01-01 01:33:00,1522.8,74.69,0.4705,4.92,222.05
2025-01-01 01:33:01,1537.09,75.21,0.5014,5.05,220.36
2025-01-01 01:33:02,1533.88,75.03,0.4625,5.01,220.47
2025-01-01 01:33:03,1522.59,75.2,0.4823,4.94,221.5
2025-01-01 01:33:04,1521.51,71.7,0.5339,5.07,222.0
2025-01-01 01:33:05,1531.38,74.08,0.4807,4.93,220.85
2025-01-01 01:33:06,1542.59,73.78,0.4463,4.93,220.3
2025-01-01 01:33:07,1525.79,75.15,0.5007,5.0,222.95
2025-01-01 01:33:08,1538.95,75.26,0.4472,5.02,220.86
2025-01-01 01:33:09,1514.49,73.98,0.4986,4.82,222.44
2025-01-01 01:33:10,1531.71,74.97,0.5082,4.98,218.43
2025-01-01 01:33:11,1520.08,73.92,0.4921,4.87,221.5
2025-01-01 01:33:12,1529.49,74.57,0.4788,5.1,220.68
2025-01-01 01:33:13,1522.72,74.22,0.4887,4.87,221.71
2025-01-01 01:33:14,1520.99,74.98,0.4549,5.01,220.55
2025-01-01 01:33:15,1522.93,74.67,0.4658,5.07,221.56
2025-01-01 01:33:16,1539.92,74.36,0.4672,4.95,220.24
2025-01-01 01:33:17,1527.55,72.95,0.4761,5.05,218.2
2025-01-01 01:33:18,1521.05,75.5,0.4846,4.95,224.07
2025-01-01 01:33:19,1525.28,73.89,0.4751,4.98,218.95
2025-01-01 01:33:20,1522.34,74.1,0.4777,5.02,222.73
2025-01-01 01:33:21,1537.86,75.88,0.4867,5.02,219.78
2025-01-01 01:33:22,1525.88,72.02,0.4747,4.94,222.49
2025-01-01 01:33:23,1533.1,74.7,0.4968,5.1,220.44
2025-01-01 01:33:24,1524.74,74.57,0.4897,5.04,222.59
2025-01-01 01:33:25,1534.64,73.83,0.4494,5.06,217.57
2025-01-01 01:33:26,1519.36,73.05,0.4796,4.94,223.06
2025-01-01 01:33:27,1522.71,74.11,0.4742,5.04,218.85
2025-01-01 01:33:28,1524.77,74.56,0.4855,4.99,222.41
2025-01-01 01:33:29,1532.96,75.38,0.4646,4.94,218.23
2025-01-01 01:33:30,1527.82,75.57,0.496,5.03,217.84
2025-01-01 01:33:31,1526.04,72.46,0.4697,5.05,215.92
2025-01-01 01:33:32,1532.07,74.34,0.4847,5.06,217.99
2025-01-01 01:33:33,1516.71,74.49,0.4761,5.3,223.24
2025-01-01 01:33:34,1520.2,75.11,0.4964,5.03,218.2
2025-01-01 01:33:35,1533.64,73.61,0.4804,5.0,218.41
2025-01-01 01:33:36,1516.49,75.54,0.4542,5.08,222.09
2025-01-01 01:33:37,1530.47,74.87,0.4671,5.08,222.33
2025-01-01 01:33:38,1555.92,72.59,0.4908,5.1,217.86
2025-01-01 01:33:39,1532.04,74.49,0.5043,5.06,219.14
2025-01-01 01:33:40,1515.82,75.15,0.476,4.92,219.07
2025-01-01 01:33:41,1537.61,74.55,0.4745,4.95,220.45
2025-01-01 01:33:42,1522.36,73.72,0.4379,5.06,218.89
2025-01-01 01:33:43,1528.11,72.73,0.4761,5.12,222.7
2025-01-01 01:33:44,1534.32,75.31,0.4752,4.85,220.06
2025-01-01 01:33:45,1523.26,74.45,0.4816,5.04,222.2
2025-01-01 01:33:46,1517.78,72.61,0.5007,5.02,219.49
2025-01-01 01:33:47,1519.62,75.17,0.4822,4.91,215.21
2025-01-01 01:33:48,1523.85,75.0,0.4416,5.04,221.49
2025-01-01 01:33:49,1519.74,75.32,0.5023,5.02,220.96
2025-01-01 01:33:50,1535.63,76.01,0.4795,5.13,216.33
2025-01-01 01:33:51,1546.92,74.13,0.4675,5.09,216.99
2025-01-01 01:33:52,1538.79,75.2,0.5068,4.98,219.97
2025-01-01 01:33:53,1531.0,72.36,0.4987,5.0,220.07
2025-01-01 01:33:54,1516.62,74.36,0.4488,5.12,220.98
2025-01-01 01:33:55,1532.35,73.07,0.4855,4.99,219.34
2025-01-01 01:33:56,1530.69,74.2,0.4849,5.1,218.15
2025-01-01 01:33:57,1527.11,73.6,0.4887,4.95,217.25
2025-01-01 01:33:58,1528.5,74.91,0.533,5.09,223.83
2025-01-01 01:33:59,1539.34,74.48,0.4817,4.99,219.42
2025-01-01 01:34:00,1537.4,75.3,0.4611,5.12,220.63
2025-01-01 01:34:01,1529.58,74.04,0.4955,4.85,220.5
2025-01-01 01:34:02,1534.63,74.21,0.477,4.94,225.27
2025-01-01 01:34:03,1541.31,75.53,0.5201,4.79,220.79
2025-01-01 01:34:04,1531.67,73.42,0.4643,4.88,217.75
2025-01-01 01:34:05,1516.32,74.15,0.4948,4.93,218.97
2025-01-01 01:34:06,1545.31,72.32,0.4821,4.92,220.12
2025-01-01 01:34:07,1522.02,73.4,0.5025,4.88,217.81
2025-01-01 01:34:08,1527.03,73.99,0.4784,5.1,222.63
2025-01-01 01:34:09,1538.43,74.72,0.4986,5.16,218.73
2025-01-01 01:34:10,1531.47,74.16,0.4928,4.96,216.63
2025-01-01 01:34:11,1532.96,73.97,0.4732,4.9,220.72
2025-01-01 01:34:12,1529.5,72.88,0.4867,4.85,217.66
2025-01-01 01:34:13,1532.58,74.44,0.4397,5.0,219.8
2025-01-01 01:34:14,1522.16,74.35,0.4865,4.82,217.39
2025-01-01 01:34:15,1532.2,75.43,0.4882,4.95,223.06
2025-01-01 01:34:16,1526.14,74.48,0.4789,5.14,218.63
2025-01-01 01:34:17,1528.83,74.91,0.4664,4.93,220.95
2025-01-01 01:34:18,1536.56,74.79,0.4823,5.09,217.59
2025-01-01 01:34:19,1525.19,73.94,0.4879,4.95,221.06
2025-01-01 01:34:20,1534.63,75.38,0.4754,4.98,222.28
2025-01-01 01:34:21,1537.56,75.99,0.4939,4.89,222.21
2025-01-01 01:34:22,1538.28,75.06,0.4653,5.06,217.47
2025-01-01 01:34:23,1528.61,75.41,0.4826,5.01,221.19
2025-01-01 01:34:24,1530.03,76.4,0.4632,5.06,220.93
2025-01-01 01:34:25,1543.66,73.06,0.492,4.91,217.5
2025-01-01 01:34:26,1529.96,74.43,0.4857,4.79,222.37
2025-01-01 01:34:27,1542.01,74.45,0.5017,5.11,219.53
2025-01-01 01:34:28,1530.3,74.48,0.4934,4.93,221.71
2025-01-01 01:34:29,1516.14,72.47,0.479,4.82,220.35
2025-01-01 01:34:30,1537.73,73.34,0.4881,5.03,220.09
2025-01-01 01:34:31,1522.83,75.29,0.4808,4.99,218.39
2025-01-01 01:34:32,1529.06,74.63,0.4905,5.07,219.1
2025-01-01 01:34:33,1530.36,74.13,0.4396,4.88,214.65
2025-01-01 01:34:34,1531.71,74.26,0.4637,5.05,217.52
2025-01-01 01:34:35,1529.39,74.87,0.4666,5.12,222.97
2025-01-01 01:34:36,1532.98,75.53,0.5036,4.96,222.12
2025-01-01 01:34:37,1524.64,73.56,0.4657,4.89,219.42
2025-01-01 01:34:38,1522.77,74.7,0.4765,5.07,218.4
2025-01-01 01:34:39,1531.31,75.27,0.4908,5.1,221.82
2025-01-01 01:34:40,1542.11,74.49,0.4572,4.93,221.49
2025-01-01 01:34:41,1554.53,75.87,0.4688,5.1,219.5
2025-01-01 01:34:42,1526.89,73.7,0.5434,4.98,218.67
2025-01-01 01:34:43,1526.33,75.5,0.4695,5.06,220.2
2025-01-01 01:34:44,1525.34,77.26,0.4804,5.08,218.34
2025-01-01 01:34:45,1524.21,74.77,0.4662,5.15,222.84
2025-01-01 01:34:46,1537.46,74.43,0.4879,4.95,223.04
2025-01-01 01:34:47,1542.64,74.79,0.4791,5.1,219.2
2025-01-01 01:34:48,1525.32,73.8,0.4843,5.02,219.41
2025-01-01 01:34:49,1534.62,74.17,0.4918,5.1,222.08
2025-01-01 01:34:50,1527.45,75.27,0.4894,5.1,218.35
2025-01-01 01:34:51,1516.33,75.91,0.4682,5.03,219.59
2025-01-01 01:34:52,1519.38,75.3,0.4799,5.11,221.47
2025-01-01 01:34:53,1523.38,75.71,0.4572,5.11,221.72
2025-01-01 01:34:54,1532.39,76.05,0.446,5.01,217.83
2025-01-01 01:34:55,1526.01,74.57,0.4785,4.97,220.49
2025-01-01 01:34:56,1527.08,73.76,0.4676,4.92,218.06
2025-01-01 01:34:57,1528.62,74.02,0.499,5.02,219.29
2025-01-01 01:34:58,1533.63,74.3,0.5033,4.88,220.49
2025-01-01 01:34:59,1533.2,76.61,0.4681,4.88,219.64
2025-01-01 01:35:00,1527.15,74.68,0.5188,4.91,218.5
2025-01-01 01:35:01,1524.07,75.77,0.4723,5.0,218.76
2025-01-01 01:35:02,1524.61,74.56,0.4764,4.88,219.06
2025-01-01 01:35:03,1545.42,74.42,0.4905,5.06,220.67
2025-01-01 01:35:04,1522.56,72.93,0.4463,4.95,216.56
2025-01-01 01:35:05,1532.77,74.58,0.4731,4.99,215.53
2025-01-01 01:35:06,1531.49,75.59,0.4695,5.07,219.06
2025-01-01 01:35:07,1542.84,76.07,0.4711,4.95,219.7
2025-01-01 01:35:08,1540.97,74.04,0.4876,4.94,221.38
2025-01-01 01:35:09,1536.27,74.39,0.4888,5.0,220.22
2025-01-01 01:35:10,1538.44,74.52,0.4505,4.93,219.25
2025-01-01 01:35:11,1530.5,74.53,0.4651,4.96,218.76
2025-01-01 01:35:12,1531.26,75.97,0.4625,5.17,220.21
2025-01-01 01:35:13,1509.28,74.25,0.4637,4.94,221.76
2025-01-01 01:35:14,1533.32,75.93,0.5104,4.85,217.25
2025-01-01 01:35:15,1532.6,74.61,0.479,4.96,221.59
2025-01-01 01:35:16,1522.67,75.61,0.4952,5.23,220.23
2025-01-01 01:35:17,1523.67,73.35,0.4577,5.04,221.61
2025-01-01 01:35:18,1537.0,74.08,0.5006,4.95,220.8
2025-01-01 01:35:19,1534.48,74.8,0.4329,4.96,221.59
2025-01-01 01:35:20,1537.38,73.91,0.4814,4.85,220.45
2025-01-01 01:35:21,1539.6,72.46,0.4998,4.97,220.15
2025-01-01 01:35:22,1535.81,75.21,0.5105,4.98,221.81
2025-01-01 01:35:23,1527.09,73.35,0.4718,5.07,218.48
2025-01-01 01:35:24,1525.66,74.0,0.459,5.11,221.37
2025-01-01 01:35:25,1523.65,77.15,0.4895,4.97,222.94
2025-01-01 01:35:26,1539.83,73.59,0.4562,5.07,220.84
2025-01-01 01:35:27,1541.39,74.31,0.481,4.97,218.48
2025-01-01 01:35:28,1523.25,74.02,0.4565,5.03,222.89
2025-01-01 01:35:29,1531.34,74.06,0.492,4.97,218.6
2025-01-01 01:35:30,1523.33,76.35,0.4794,4.93,220.86
2025-01-01 01:35:31,1534.62,74.36,0.4869,4.92,219.4
2025-01-01 01:35:32,1533.12,74.78,0.4838,4.93,222.52
2025-01-01 01:35:33,1526.3,75.08,0.4885,4.98,217.67
2025-01-01 01:35:34,1540.55,75.5,0.4955,5.06,218.44
2025-01-01 01:35:35,1537.16,76.58,0.5006,4.66,217.88
2025-01-01 01:35:36,1540.83,74.94,0.5048,4.97,220.44
2025-01-01 01:35:37,1537.87,74.94,0.4755,4.98,220.24
2025-01-01 01:35:38,1523.45,73.77,0.5041,5.15,221.58
2025-01-01 01:35:39,1532.21,73.59,0.5056,4.95,218.38
2025-01-01 01:35:40,1525.73,73.35,0.502,4.94,217.41
2025-01-01 01:35:41,1529.54,73.86,0.4746,4.86,223.11
2025-01-01 01:35:42,1523.99,75.89,0.4796,4.91,217.39
2025-01-01 01:35:43,1524.82,73.8,0.4931,4.86,223.16
2025-01-01 01:35:44,1538.32,72.79,0.4611,4.95,222.86
2025-01-01 01:35:45,1524.82,75.93,0.516,5.04,219.33
2025-01-01 01:35:46,1546.63,73.62,0.5144,4.89,218.56
2025-01-01 01:35:47,1521.72,74.66,0.4796,4.97,219.27
2025-01-01 01:35:48,1539.46,75.17,0.4941,5.08,221.95
2025-01-01 01:35:49,1524.07,74.38,0.4704,5.06,220.5
2025-01-01 01:35:50,1532.08,73.17,0.468,5.02,218.88
2025-01-01 01:35:51,1524.82,74.95,0.5105,5.01,218.91
2025-01-01 01:35:52,1534.1,74.41,0.4836,4.85,220.16
2025-01-01 01:35:53,1541.98,75.11,0.4943,5.2,219.79
2025-01-01 01:35:54,1526.25,76.2,0.4939,5.06,220.21
2025-01-01 01:35:55,1523.39,73.51,0.4598,5.08,220.21
2025-01-01 01:35:56,1534.85,76.02,0.5068,4.81,217.57
2025-01-01 01:35:57,1540.67,75.19,0.5075,4.95,222.37
2025-01-01 01:35:58,1527.43,73.82,0.4991,4.88,219.98
2025-01-01 01:35:59,1533.48,75.23,0.4801,5.05,221.4
2025-01-01 01:36:00,1539.3,74.67,0.4467,4.86,220.27
2025-01-01 01:36:01,1523.85,73.77,0.5367,5.08,219.78
2025-01-01 01:36:02,1521.5,74.6,0.5007,5.03,220.3
2025-01-01 01:36:03,1518.03,73.86,0.4487,4.91,220.91
2025-01-01 01:36:04,1531.47,75.29,0.4924,4.95,220.34
2025-01-01 01:36:05,1530.36,74.83,0.4956,4.98,218.73
2025-01-01 01:36:06,1534.06,74.97,0.5107,5.07,219.82
2025-01-01 01:36:07,1531.12,72.8,0.4552,5.12,220.79
2025-01-01 01:36:08,1526.13,74.55,0.4734,5.07,220.43
2025-01-01 01:36:09,1524.77,75.58,0.5059,4.91,216.4
2025-01-01 01:36:10,1533.64,74.75,0.4823,4.94,217.99
2025-01-01 01:36:11,1535.55,74.89,0.4761,4.95,220.41
2025-01-01 01:36:12,1530.2,72.56,0.4723,4.92,225.39
2025-01-01 01:36:13,1527.99,74.25,0.4587,5.1,220.97
2025-01-01 01:36:14,1540.76,74.72,0.473,4.8,220.83
2025-01-01 01:36:15,1531.28,72.93,0.4874,4.98,221.7
2025-01-01 01:36:16,1531.72,74.26,0.4827,4.83,224.14
2025-01-01 01:36:17,1531.51,74.64,0.5383,4.99,221.91
2025-01-01 01:36:18,1538.29,74.83,0.488,5.12,220.23
2025-01-01 01:36:19,1521.81,75.16,0.4682,4.91,222.56
2025-01-01 01:36:20,1519.14,76.17,0.4751,5.02,221.53
2025-01-01 01:36:21,1517.15,74.88,0.5084,5.08,217.47
2025-01-01 01:36:22,1538.27,74.33,0.5148,5.07,221.99
2025-01-01 01:36:23,1518.54,74.73,0.4719,5.13,217.84
2025-01-01 01:36:24,1550.16,74.24,0.5216,4.95,218.25
2025-01-01 01:36:25,1525.62,74.68,0.4823,4.91,221.32
2025-01-01 01:36:26,1539.79,74.74,0.4807,5.22,223.41
2025-01-01 01:36:27,1513.15,73.54,0.5057,5.03,219.17
2025-01-01 01:36:28,1529.64,73.93,0.4847,5.01,222.35
2025-01-01 01:36:29,1536.68,74.5,0.4891,5.12,220.39
2025-01-01 01:36:30,1534.56,74.22,0.5094,5.03,220.0
2025-01-01 01:36:31,1534.66,74.69,0.4944,5.0,218.18
2025-01-01 01:36:32,1520.0,74.38,0.4828,5.15,219.12
2025-01-01 01:36:33,1519.57,73.6,0.4694,5.0,221.81
2025-01-01 01:36:34,1527.36,72.73,0.4786,5.0,221.05
2025-01-01 01:36:35,1523.35,73.15,0.4818,4.95,217.67
2025-01-01 01:36:36,1525.71,75.32,0.4734,5.18,220.82
2025-01-01 01:36:37,1542.37,76.6,0.4591,5.05,214.95
2025-01-01 01:36:38,1537.53,74.05,0.5069,5.14,217.75
2025-01-01 01:36:39,1533.41,75.7,0.4763,4.9,220.14
2025-01-01 01:36:40,1518.57,74.1,0.4991,5.06,221.54
2025-01-01 01:36:41,1529.71,74.71,0.5053,4.94,221.3
2025-01-01 01:36:42,1516.44,75.49,0.4576,4.98,221.47
2025-01-01 01:36:43,1526.87,73.73,0.5046,5.02,220.3
2025-01-01 01:36:44,1530.27,75.74,0.4834,5.05,218.11
2025-01-01 01:36:45,1531.91,75.32,0.5033,4.96,222.27
2025-01-01 01:36:46,1539.66,75.76,0.4901,5.04,217.67
2025-01-01 01:36:47,1532.77,74.22,0.46,4.94,215.97
2025-01-01 01:36:48,1537.97,75.2,0.503,5.06,223.44
2025-01-01 01:36:49,1521.17,74.93,0.4849,4.94,219.88
2025-01-01 01:36:50,1529.02,74.44,0.4814,5.08,218.67
2025-01-01 01:36:51,1523.32,74.19,0.503,4.99,217.65
2025-01-01 01:36:52,1529.22,75.84,0.4893,5.19,220.7
2025-01-01 01:36:53,1513.82,74.78,0.5124,5.18,219.74
2025-01-01 01:36:54,1534.24,76.59,0.4781,4.87,217.54
2025-01-01 01:36:55,1551.82,75.19,0.4755,4.91,221.12
2025-01-01 01:36:56,1554.0,74.83,0.496,4.96,222.76
2025-01-01 01:36:57,1525.83,75.41,0.5087,5.04,221.14
2025-01-01 01:36:58,1514.81,74.4,0.4754,5.01,220.64
2025-01-01 01:36:59,1531.61,76.28,0.4503,4.81,221.37
2025-01-01 01:37:00,1532.77,76.38,0.4932,5.1,220.15
2025-01-01 01:37:01,1526.38,72.99,0.4725,4.99,219.69
2025-01-01 01:37:02,1530.31,74.02,0.5223,5.03,218.17
2025-01-01 01:37:03,1525.36,75.48,0.4819,4.96,219.79
2025-01-01 01:37:04,1518.54,75.47,0.4887,5.21,220.06
2025-01-01 01:37:05,1527.44,74.47,0.5154,5.0,221.59
2025-01-01 01:37:06,1543.11,72.82,0.4933,4.98,219.55
2025-01-01 01:37:07,1524.4,73.37,0.4935,4.97,217.45
2025-01-01 01:37:08,1531.93,74.3,0.5015,4.88,218.99
2025-01-01 01:37:09,1534.16,74.66,0.4703,4.97,220.96
2025-01-01 01:37:10,1540.34,75.5,0.4789,4.82,219.4
2025-01-01 01:37:11,1521.9,73.62,0.5005,5.01,220.22
2025-01-01 01:37:12,1537.24,74.74,0.5296,4.91,222.43
2025-01-01 01:37:13,1520.73,77.54,0.5173,5.02,221.64
2025-01-01 01:37:14,1516.72,73.83,0.486,4.92,220.7
2025-01-01 01:37:15,1535.32,75.43,0.5056,5.02,221.4
2025-01-01 01:37:16,1532.36,75.36,0.4888,4.86,219.4
2025-01-01 01:37:17,1517.02,74.54,0.4862,5.01,220.17
2025-01-01 01:37:18,1510.83,73.84,0.5142,5.11,219.38
2025-01-01 01:37:19,1540.39,72.33,0.5076,4.99,218.52
2025-01-01 01:37:20,1539.06,73.08,0.5004,4.77,219.48
2025-01-01 01:37:21,1535.13,74.05,0.4549,5.07,222.78
2025-01-01 01:37:22,1518.02,73.08,0.493,5.16,220.53
2025-01-01 01:37:23,1515.04,76.27,0.4646,5.02,221.32
2025-01-01 01:37:24,1533.78,75.76,0.4736,5.02,218.07
2025-01-01 01:37:25,1534.16,75.19,0.4918,5.06,224.32
2025-01-01 01:37:26,1522.84,75.13,0.489,5.11,219.78
2025-01-01 01:37:27,1525.46,75.73,0.5044,5.11,222.35
2025-01-01 01:37:28,1544.08,74.49,0.526,4.81,222.9
2025-01-01 01:37:29,1525.94,73.35,0.4888,5.14,221.42
2025-01-01 01:37:30,1541.84,74.7,0.536,5.21,221.24
2025-01-01 01:37:31,1533.54,74.06,0.5015,4.99,219.2
2025-01-01 01:37:32,1537.36,75.48,0.4855,5.0,218.32
2025-01-01 01:37:33,1525.41,74.15,0.5233,4.93,224.24
2025-01-01 01:37:34,1531.93,76.26,0.4957,4.88,217.22
2025-01-01 01:37:35,1525.57,73.87,0.5197,5.03,229.54
2025-01-01 01:37:36,1518.59,72.37,0.4572,4.93,219.69
2025-01-01 01:37:37,1520.14,75.89,0.5018,5.11,218.16
2025-01-01 01:37:38,1526.26,75.2,0.5035,4.98,220.02
2025-01-01 01:37:39,1516.02,74.45,0.4913,5.16,219.35
2025-01-01 01:37:40,1520.25,75.41,0.4693,4.93,218.96
2025-01-01 01:37:41,1521.79,75.93,0.4961,4.9,222.45
2025-01-01 01:37:42,1536.17,77.69,0.5068,4.87,219.54
2025-01-01 01:37:43,1531.12,74.1,0.5247,4.97,219.07
2025-01-01 01:37:44,1538.78,75.69,0.4994,4.94,222.26
2025-01-01 01:37:45,1528.5,75.51,0.4643,5.01,219.65
2025-01-01 01:37:46,1534.65,74.91,0.4863,5.0,217.74
2025-01-01 01:37:47,1519.07,73.32,0.5091,5.01,216.68
2025-01-01 01:37:48,1534.19,74.43,0.5284,5.04,220.86
2025-01-01 01:37:49,1516.85,72.8,0.4754,4.92,219.85
2025-01-01 01:37:50,1528.27,75.27,0.4863,4.9,219.57
2025-01-01 01:37:51,1519.05,76.24,0.4586,5.05,221.84
2025-01-01 01:37:52,1537.34,75.11,0.4846,5.19,220.76
2025-01-01 01:37:53,1521.46,73.71,0.5012,4.88,221.84
2025-01-01 01:37:54,1538.0,75.42,0.4987,5.04,221.59
2025-01-01 01:37:55,1528.79,73.78,0.4965,5.11,217.19
2025-01-01 01:37:56,1531.36,75.55,0.5015,5.04,222.13
2025-01-01 01:37:57,1548.86,72.23,0.5311,5.01,221.38
2025-01-01 01:37:58,1533.34,73.88,0.5086,4.98,222.15
2025-01-01 01:37:59,1544.98,75.38,0.4898,5.22,220.28
2025-01-01 01:38:00,1530.54,70.97,0.4605,5.04,219.83
2025-01-01 01:38:01,1542.37,74.63,0.4798,5.1,221.24
2025-01-01 01:38:02,1531.6,75.16,0.4619,5.04,219.3
2025-01-01 01:38:03,1531.9,74.53,0.4812,5.01,217.39
2025-01-01 01:38:04,1531.69,74.67,0.5057,4.82,221.47
2025-01-01 01:38:05,1523.31,75.62,0.4849,5.06,219.45
2025-01-01 01:38:06,1523.06,74.74,0.5048,5.0,218.17
2025-01-01 01:38:07,1527.31,73.31,0.5146,5.01,218.56
2025-01-01 01:38:08,1537.81,76.06,0.503,4.94,219.41
2025-01-01 01:38:09,1524.27,74.72,0.4808,5.18,220.8
2025-01-01 01:38:10,1525.8,72.89,0.4912,4.84,222.37
2025-01-01 01:38:11,1532.12,74.23,0.489,5.06,224.52
2025-01-01 01:38:12,1541.72,75.06,0.5078,5.0,220.36
2025-01-01 01:38:13,1542.3,74.13,0.4688,4.82,219.15
2025-01-01 01:38:14,1530.42,75.5,0.4673,5.1,221.64
2025-01-01 01:38:15,1532.57,73.46,0.4968,5.07,219.25
2025-01-01 01:38:16,1529.53,75.17,0.4636,4.98,217.66
2025-01-01 01:38:17,1519.28,74.53,0.4858,5.12,219.19
2025-01-01 01:38:18,1527.71,74.84,0.5227,4.98,218.91
2025-01-01 01:38:19,1543.6,74.19,0.5083,5.03,219.03
2025-01-01 01:38:20,1520.83,75.81,0.4812,4.98,219.15
2025-01-01 01:38:21,1525.59,74.5,0.5122,4.97,217.26
2025-01-01 01:38:22,1517.81,75.17,0.5222,4.99,218.12
2025-01-01 01:38:23,1527.74,75.18,0.526,5.21,224.61
2025-01-01 01:38:24,1532.09,76.48,0.5216,5.03,217.93
2025-01-01 01:38:25,1521.64,76.01,0.4797,4.93,219.84
2025-01-01 01:38:26,1531.76,76.22,0.5072,5.01,218.39
2025-01-01 01:38:27,1524.48,73.42,0.4806,5.17,219.2
2025-01-01 01:38:28,1531.01,73.24,0.4939,4.95,222.13
2025-01-01 01:38:29,1529.41,75.9,0.4726,4.86,219.57
2025-01-01 01:38:30,1529.67,73.72,0.4366,5.08,217.74
2025-01-01 01:38:31,1529.11,76.02,0.4683,4.89,218.85
2025-01-01 01:38:32,1529.0,76.01,0.4782,5.11,220.07
2025-01-01 01:38:33,1528.55,74.1,0.4934,5.07,221.79
2025-01-01 01:38:34,1530.59,75.14,0.4754,5.13,220.15
2025-01-01 01:38:35,1540.78,74.37,0.5208,5.07,219.87
2025-01-01 01:38:36,1519.98,73.89,0.5101,4.96,220.78
2025-01-01 01:38:37,1538.57,74.03,0.5257,4.91,221.09
2025-01-01 01:38:38,1524.76,73.92,0.5021,5.02,219.5
2025-01-01 01:38:39,1528.88,75.89,0.5275,5.06,220.11
2025-01-01 01:38:40,1531.89,73.68,0.5045,5.14,220.59
2025-01-01 01:38:41,1541.73,75.54,0.5244,4.94,218.15
2025-01-01 01:38:42,1525.93,72.9,0.5117,5.14,219.48
2025-01-01 01:38:43,1538.01,74.66,0.5099,5.1,219.73
2025-01-01 01:38:44,1517.66,75.86,0.4916,4.99,222.52
2025-01-01 01:38:45,1529.4,73.29,0.5097,4.98,216.71
2025-01-01 01:38:46,1532.88,76.65,0.506,5.07,221.93
2025-01-01 01:38:47,1524.73,74.99,0.4549,4.95,219.04
2025-01-01 01:38:48,1521.35,74.92,0.4655,5.18,225.2
2025-01-01 01:38:49,1542.18,75.23,0.4627,4.98,219.71
2025-01-01 01:38:50,1529.89,75.17,0.4583,5.11,220.39
2025-01-01 01:38:51,1517.13,73.12,0.5331,5.06,221.03
2025-01-01 01:38:52,1528.84,72.91,0.4922,4.9,223.69
2025-01-01 01:38:53,1525.07,74.71,0.52,5.06,224.95
2025-01-01 01:38:54,1529.59,75.82,0.4902,4.99,220.55
2025-01-01 01:38:55,1511.99,74.62,0.4865,5.02,219.83
2025-01-01 01:38:56,1524.5,75.68,0.5043,4.98,220.9
2025-01-01 01:38:57,1538.04,76.04,0.4766,4.87,220.95
2025-01-01 01:38:58,1537.51,74.17,0.4988,5.11,220.04
2025-01-01 01:38:59,1534.97,76.53,0.5069,4.86,219.86
2025-01-01 01:39:00,1520.68,74.73,0.4969,4.97,220.15
2025-01-01 01:39:01,1538.25,73.54,0.4856,4.96,218.56
2025-01-01 01:39:02,1535.06,72.42,0.5205,5.2,218.78
2025-01-01 01:39:03,1544.26,73.98,0.5162,4.95,219.3
2025-01-01 01:39:04,1539.98,75.95,0.4894,4.91,221.04
2025-01-01 01:39:05,1520.18,75.87,0.5067,5.09,220.5
2025-01-01 01:39:06,1524.56,76.05,0.4968,5.0,218.89
2025-01-01 01:39:07,1542.39,75.0,0.5171,4.9,220.8
2025-01-01 01:39:08,1527.66,73.44,0.4746,4.83,218.85
2025-01-01 01:39:09,1530.98,75.44,0.5095,5.07,219.86
2025-01-01 01:39:10,1517.89,74.08,0.4799,4.74,218.05
2025-01-01 01:39:11,1526.08,72.48,0.4968,5.12,221.1
2025-01-01 01:39:12,1527.15,74.54,0.5024,4.95,218.6
2025-01-01 01:39:13,1527.92,74.87,0.508,4.85,219.14
2025-01-01 01:39:14,1528.45,74.72,0.5073,4.89,219.98
2025-01-01 01:39:15,1528.85,75.16,0.4886,4.9,223.33
2025-01-01 01:39:16,1532.05,75.9,0.5299,5.13,221.25
2025-01-01 01:39:17,1529.65,74.51,0.5158,4.75,221.1
2025-01-01 01:39:18,1535.13,75.3,0.5291,5.06,219.51
2025-01-01 01:39:19,1525.78,74.4,0.5228,4.94,219.39
2025-01-01 01:39:20,1517.25,75.79,0.4693,5.15,218.65
2025-01-01 01:39:21,1537.62,74.0,0.4691,4.84,217.91
2025-01-01 01:39:22,1519.89,74.2,0.5167,5.05,219.57
2025-01-01 01:39:23,1525.93,74.92,0.4983,4.91,224.51
2025-01-01 01:39:24,1524.21,74.38,0.518,5.16,222.47
2025-01-01 01:39:25,1525.98,74.4,0.4642,5.09,219.25
2025-01-01 01:39:26,1511.03,74.91,0.5151,5.06,221.52
2025-01-01 01:39:27,1537.42,74.92,0.509,5.01,218.39
2025-01-01 01:39:28,1516.3,76.81,0.5375,5.05,222.31
2025-01-01 01:39:29,1517.39,75.09,0.5001,5.07,219.93
2025-01-01 01:39:30,1530.79,74.5,0.5196,4.95,218.17
2025-01-01 01:39:31,1527.59,75.39,0.5166,4.9,219.5
2025-01-01 01:39:32,1538.24,75.73,0.5436,4.83,222.92
